country,Period,Age (x),Age interval (n),nmx,nqx,npx,lx,ndx,nLx,nSx,Tx,e0x,nax
Mali,2095-2100,70,5,0.03741992,0.17202852,0.82797148,73822.436,12699.564,339379.728,0.7779817,886387.92,12.007,2.6588
Mali,2095-2100,75,5,0.06548524,0.28287523,0.71712477,61122.872,17290.147,264031.217,0.64523007,547008.192,8.9493,2.595
Mali,2095-2100,80,5,0.1136316,0.44164216,0.55835784,43832.725,19358.38,170360.881,0.47978514,282976.975,6.4558,2.479
Mali,2095-2100,85,5,0.18443075,0.61594072,0.38405928,24474.345,15074.746,81736.62,0.31586542,112616.094,4.6014,2.3044
Mali,2095-2100,90,5,0.28104351,0.77193899,0.22806101,9399.599,7255.917,25817.772,0.1791885,30879.474,3.2852,2.081
Mali,2095-2100,95,5,0.41008933,0.88500751,0.11499249,2143.682,1897.175,4626.248,0.086029166,5061.702,2.3612,1.7888
Mali,2095-2100,100,-1,0.566091141,...,...,246.507,246.507,435.454,...,435.454,1.7665,1.7665
Mauritania,2095-2100,0,1,0.01106332,0.01095233,0.98904767,100000,1095.233,98996.742,0.98711356,7755403.914,77.554,0.084
Mauritania,2095-2100,1,4,0.00107587,0.00429196,0.99570804,98904.767,424.495,394560.039,0.99689392,7656407.172,77.4119,1.5052
Mauritania,2095-2100,5,5,0.00030698,0.00153373,0.99846627,98480.272,151.042,492023.753,0.99856937,7261847.133,73.7391,2.5
Mauritania,2095-2100,10,5,0.00026565,0.00132737,0.99867263,98329.23,130.52,491319.85,0.99832606,6769823.379,68.8485,2.5
Mauritania,2095-2100,15,5,0.00043626,0.00217908,0.99782092,98198.71,213.982,490497.409,0.99731842,6278503.53,63.9367,2.6814
Mauritania,2095-2100,20,5,0.00063729,0.00318163,0.99681837,97984.728,311.751,489182.102,0.99643121,5788006.121,59.0705,2.6214
Mauritania,2095-2100,25,5,0.00078622,0.0039236,0.9960764,97672.977,383.23,487436.313,0.99573647,5298824.019,54.2507,2.577
Mauritania,2095-2100,30,5,0.00092947,0.00463695,0.99536305,97289.747,451.128,485358.116,0.99481498,4811387.706,49.4542,2.5825
Mauritania,2095-2100,35,5,0.0011789,0.00587803,0.99412197,96838.619,569.22,482841.527,0.99289093,4326029.59,44.6726,2.6256
Mauritania,2095-2100,40,5,0.00171844,0.0085576,0.9914424,96269.399,823.835,479408.973,0.98981313,3843188.063,39.9212,2.6476
Mauritania,2095-2100,45,5,0.00243521,0.01210711,0.98789289,95445.565,1155.57,474525.295,0.9847435,3363779.09,35.2429,2.6613
Mauritania,2095-2100,50,5,0.0038191,0.01892685,0.98107315,94289.995,1784.612,467285.699,0.9770191,2889253.796,30.6422,2.6666
Mauritania,2095-2100,55,5,0.00562791,0.02777573,0.97222427,92505.383,2569.404,456547.052,0.96439385,2421968.096,26.1819,2.6727
Mauritania,2095-2100,60,5,0.00925432,0.04530551,0.95469449,89935.979,4074.595,440291.17,0.94077078,1965421.045,21.8536,2.6958
Mauritania,2095-2100,65,5,0.01580101,0.07622733,0.92377267,85861.383,6544.984,414213.068,0.8998846,1525129.875,17.7627,2.6938
Mauritania,2095-2100,70,5,0.02748069,0.12914431,0.87085569,79316.399,10243.262,372743.959,0.83252379,1110916.807,14.0061,2.6728
Mauritania,2095-2100,75,5,0.04767278,0.21417489,0.78582511,69073.137,14793.731,310318.215,0.72674318,738172.847,10.6868,2.6309
Mauritania,2095-2100,80,5,0.08298403,0.34478444,0.65521556,54279.405,18714.695,225521.646,0.58088457,427854.633,7.8824,2.5487
Mauritania,2095-2100,85,5,0.13809582,0.50867375,0.49132625,35564.711,18090.835,131002.045,0.41671093,202332.987,5.6892,2.4119
Mauritania,2095-2100,90,5,0.2162774,0.67567034,0.32432966,17473.876,11806.58,54589.984,0.26497315,71330.942,4.0821,2.2236
Mauritania,2095-2100,95,5,0.31867152,0.81335877,0.18664123,5667.296,4609.545,14464.88,0.135958699,16740.959,2.954,1.9907
Mauritania,2095-2100,100,-1,0.464727205,...,...,1057.751,1057.751,2276.079,...,2276.079,2.1518,2.1518
Niger,2095-2100,0,1,0.0088915,0.00881919,0.99118081,100000,881.919,99186.779,0.98948283,7834309.898,78.3431,0.0779
Niger,2095-2100,1,4,0.00093117,0.00371604,0.99628396,99118.081,368.327,395554.636,0.99721584,7735123.119,78.0395,1.5085
Niger,2095-2100,5,5,0.00031197,0.00155865,0.99844135,98749.754,153.916,493363.977,0.99859848,7339568.483,74.3249,2.5
Niger,2095-2100,10,5,0.00024898,0.00124415,0.99875585,98595.837,122.668,492672.516,0.99839696,6846204.506,69.4371,2.5
Niger,2095-2100,15,5,0.00042511,0.00212346,0.99787654,98473.169,209.104,491882.744,0.99738901,6353531.989,64.5204,2.6897
Niger,2095-2100,20,5,0.00062141,0.0031025,0.9968975,98264.065,304.865,490598.442,0.99642227,5861649.246,59.652,2.6321
Niger,2095-2100,25,5,0.00080654,0.00402483,0.99597517,97959.2,394.269,488843.214,0.99565936,5371050.804,54.8295,2.5834
Niger,2095-2100,30,5,0.00093489,0.00466389,0.99533611,97564.931,455.032,486721.323,0.99482156,4882207.589,50.0406,2.5753
Niger,2095-2100,35,5,0.00116838,0.00582569,0.99417431,97109.899,565.732,484200.868,0.99305535,4395486.266,45.263,2.6161
Niger,2095-2100,40,5,0.00165176,0.00822657,0.99177343,96544.167,794.227,480838.26,0.99050414,3911285.398,40.5129,2.6297
Niger,2095-2100,45,5,0.00221357,0.01101056,0.98898944,95749.939,1054.261,476272.289,0.98614388,3430447.138,35.8271,2.6501
Niger,2095-2100,50,5,0.00347105,0.01721575,0.98278425,94695.679,1630.258,469673.003,0.97911176,2954174.849,31.1965,2.6658
Niger,2095-2100,55,5,0.00507858,0.0250947,0.9749053,93065.421,2335.449,459862.362,0.96888039,2484501.845,26.6963,2.6601
Niger,2095-2100,60,5,0.0078748,0.03867112,0.96132888,90729.972,3508.63,445551.627,0.94884147,2024639.483,22.315,2.6919
Niger,2095-2100,65,5,0.01380384,0.06690659,0.93309341,87221.342,5835.682,422757.861,0.9099653,1579087.857,18.1044,2.7125
Niger,2095-2100,70,5,0.02507647,0.11853186,0.88146814,81385.66,9646.794,384694.982,0.84282343,1156329.996,14.208,2.6953
Niger,2095-2100,75,5,0.04528502,0.20466952,0.79533048,71738.866,14682.759,324229.944,0.73325524,771635.014,10.7562,2.6527
Niger,2095-2100,80,5,0.08209592,0.34208006,0.65791994,57056.107,19517.757,237743.305,0.57965672,447405.07,7.8415,2.5644
Niger,2095-2100,85,5,0.14020546,0.51471747,0.48528253,37538.351,19321.645,137809.504,0.40580434,209661.765,5.5853,2.4183
Niger,2095-2100,90,5,0.22540363,0.69196946,0.30803054,18216.706,12605.404,55923.695,0.24932405,71852.261,3.9443,2.2107
Niger,2095-2100,95,5,0.33317411,0.82788052,0.17211948,5611.302,4645.487,13943.122,0.124646696,15928.565,2.8387,1.9619
Niger,2095-2100,100,-1,0.486452303,...,...,965.814,965.814,1985.443,...,1985.443,2.0557,2.0557
Nigeria,2095-2100,0,1,0.01648996,0.01624859,0.98375141,100000,1624.859,98536.281,0.98079818,7228627.826,72.2863,0.0992
Nigeria,2095-2100,1,4,0.00166974,0.00665116,0.99334884,98375.141,654.309,391862.809,0.99450587,7130091.545,72.4786,1.497
Nigeria,2095-2100,5,5,0.00073765,0.00368146,0.99631854,97720.832,359.755,487704.774,0.99686542,6738228.736,68.9539,2.5
Nigeria,2095-2100,10,5,0.00051781,0.00258569,0.99741431,97361.077,251.746,486176.022,0.99675267,6250523.962,64.1994,2.5
Nigeria,2095-2100,15,5,0.00084105,0.00419701,0.99580299,97109.332,407.569,484597.246,0.99493602,5764347.94,59.3594,2.6706
Nigeria,2095-2100,20,5,0.001184,0.00590329,0.99409671,96701.763,570.859,482143.255,0.99345299,5279750.694,54.5983,2.6079
Nigeria,2095-2100,25,5,0.00142846,0.00711749,0.99288251,96130.904,684.211,478986.657,0.99242225,4797607.439,49.907,2.5624
Nigeria,2095-2100,30,5,0.00162011,0.00806869,0.99193131,95446.693,770.13,475357.014,0.9911637,4318620.782,45.2464,2.5635
Nigeria,2095-2100,35,5,0.00196876,0.00979753,0.99020247,94676.563,927.597,471156.618,0.98857879,3843263.768,40.5936,2.6
Nigeria,2095-2100,40,5,0.00267074,0.01326909,0.98673091,93748.967,1243.964,465775.44,0.98493912,3372107.149,35.9695,2.613
Nigeria,2095-2100,45,5,0.0034775,0.01724599,0.98275401,92505.003,1595.34,458760.452,0.97842807,2906331.709,31.4181,2.6403
Nigeria,2095-2100,50,5,0.00542194,0.02677068,0.97322932,90909.663,2433.713,448864.102,0.96744318,2447571.257,26.9231,2.6644
Nigeria,2095-2100,55,5,0.00808164,0.03966566,0.96033434,88475.949,3509.457,434250.517,0.94742127,1998707.155,22.5904,2.6836
Nigeria,2095-2100,60,5,0.01419165,0.0687177,0.9312823,84966.492,5838.702,411418.176,0.90974774,1564456.638,18.4126,2.7025
Nigeria,2095-2100,65,5,0.02462147,0.11646336,0.88353664,79127.791,9215.489,374286.756,0.84674281,1153038.462,14.5719,2.683
Nigeria,2095-2100,70,5,0.04369852,0.198093,0.801907,69912.302,13849.137,316924.619,0.74677399,778751.706,11.139,2.6434
Nigeria,2095-2100,75,5,0.07586221,0.32025287,0.67974713,56063.165,17954.389,236671.064,0.60396415,461827.087,8.2376,2.5691
Nigeria,2095-2100,80,5,0.13003028,0.48772591,0.51227409,38108.775,18586.637,142940.838,0.4346974,225156.023,5.9082,2.4389
Nigeria,2095-2100,85,5,0.20762515,0.66083943,0.33916057,19522.138,12900.999,62136.011,0.27454705,82215.185,4.2114,2.2502
Nigeria,2095-2100,90,5,0.31267356,0.80559835,0.19440165,6621.14,5333.979,17059.259,0.16151577,20079.174,3.0326,1.9917
Nigeria,2095-2100,95,5,0.41257705,0.88317641,0.11682359,1287.16,1136.79,2755.339,0.087610413,3019.915,2.3462,1.7624
Nigeria,2095-2100,100,-1,0.568343279,...,...,150.371,150.371,264.576,...,264.576,1.7595,1.7595
Senegal,2095-2100,0,1,0.00361937,0.00360714,0.99639286,100000,360.714,99662.059,0.99575809,8271717.166,82.7172,0.0631
Senegal,2095-2100,1,4,0.00034395,0.00137464,0.99862536,99639.286,136.968,398216.984,0.99888052,8172055.107,82.0164,1.5165
Senegal,2095-2100,5,5,0.00015275,0.00076344,0.99923656,99502.318,75.964,497321.679,0.99931269,7773838.123,78.1272,2.5
Senegal,2095-2100,10,5,0.00012226,0.00061112,0.99938888,99426.354,60.762,496979.865,0.99918609,7276516.444,73.185,2.5
Senegal,2095-2100,15,5,0.00022264,0.00111265,0.99888735,99365.592,110.56,496575.368,0.99858621,6779536.579,68.2282,2.7153
Senegal,2095-2100,20,5,0.00034446,0.00172089,0.99827911,99255.033,170.807,495873.317,0.99799969,6282961.211,63.3012,2.6474
Senegal,2095-2100,25,5,0.00045321,0.00226359,0.99773641,99084.226,224.286,494881.417,0.99752021,5787087.894,58.4057,2.5936
Senegal,2095-2100,30,5,0.00054238,0.00270836,0.99729164,98859.94,267.749,493654.213,0.99693771,5292206.478,53.5324,2.5892
Senegal,2095-2100,35,5,0.00069923,0.00349036,0.99650964,98592.191,344.122,492142.498,0.99585532,4798552.265,48.6707,2.6216
Senegal,2095-2100,40,5,0.00097913,0.00488433,0.99511567,98248.069,479.876,490102.725,0.99435266,4306409.767,43.832,2.6293
Senegal,2095-2100,45,5,0.00131372,0.00654838,0.99345162,97768.193,640.223,487334.949,0.99185019,3816307.042,39.0342,2.6477
Senegal,2095-2100,50,5,0.0020155,0.01003025,0.98996975,97127.97,974.218,483363.263,0.9879111,3328972.092,34.2741,2.6632
Senegal,2095-2100,55,5,0.00293354,0.01456857,0.98543143,96153.752,1400.822,477519.935,0.98105702,2845608.829,29.5944,2.6808
Senegal,2095-2100,60,5,0.00494267,0.0244374,0.9755626,94752.93,2315.515,468474.283,0.96755746,2368088.895,24.9922,2.7153
Senegal,2095-2100,65,5,0.00866117,0.04247089,0.95752911,92437.415,3925.9,453275.785,0.94160318,1899614.612,20.5503,2.7301
Senegal,2095-2100,70,5,0.01626693,0.07843974,0.92156026,88511.515,6942.82,426805.92,0.89230437,1446338.826,16.3407,2.7312
Senegal,2095-2100,75,5,0.03092074,0.14436761,0.85563239,81568.695,11775.877,380840.786,0.80286277,1019532.907,12.4991,2.7069
Senegal,2095-2100,80,5,0.05984126,0.26216504,0.73783496,69792.818,18297.237,305762.89,0.66172722,638692.12,9.1513,2.6389
Senegal,2095-2100,85,5,0.10958124,0.43055637,0.56944363,51495.581,22171.751,202331.626,0.4794633,332929.231,6.4652,2.5128
Senegal,2095-2100,90,5,0.19033699,0.62968252,0.37031748,29323.83,18464.703,97010.589,0.29713658,130597.604,4.4536,2.3133
Senegal,2095-2100,95,5,0.30007138,0.79653512,0.20346488,10859.127,8649.676,28825.395,0.141769695,33587.016,3.093,2.0554
Senegal,2095-2100,100,-1,0.464015591,...,...,2209.451,2209.451,4761.621,...,4761.621,2.1551,2.1551
Sierra Leone,2095-2100,0,1,0.01657639,0.01633257,0.98366743,100000,1633.257,98529.112,0.98118283,7303293.63,73.0329,0.0994
Sierra Leone,2095-2100,1,4,0.0014313,0.00570475,0.99429525,98366.743,561.158,392062.305,0.99531201,7204764.519,73.2439,1.4968
Sierra Leone,2095-2100,5,5,0.00060324,0.00301168,0.99698832,97805.586,294.559,488291.53,0.9972412,6812702.214,69.6556,2.5
Sierra Leone,2095-2100,10,5,0.00050166,0.00250515,0.99749485,97511.026,244.28,486944.432,0.99680966,6324410.683,64.8584,2.5
Sierra Leone,2095-2100,15,5,0.00083631,0.00417343,0.99582657,97266.746,405.936,485390.913,0.99494284,5837466.252,60.015,2.6774
Sierra Leone,2095-2100,20,5,0.00118548,0.00591067,0.99408933,96860.81,572.513,482936.214,0.9934247,5352075.339,55.2553,2.6108
Sierra Leone,2095-2100,25,5,0.00144056,0.00717763,0.99282237,96288.297,691.122,479760.765,0.99227951,4869139.125,50.5683,2.5681
Sierra Leone,2095-2100,30,5,0.00166789,0.00830579,0.99169421,95597.176,794.01,476056.778,0.99084055,4389378.36,45.9154,2.5704
Sierra Leone,2095-2100,35,5,0.00205399,0.0102197,0.9897803,94803.166,968.86,471696.361,0.98799158,3913321.582,41.2784,2.606
Sierra Leone,2095-2100,40,5,0.00283152,0.01406288,0.98593712,93834.306,1319.58,466032.034,0.98381587,3441625.221,36.6777,2.6208
Sierra Leone,2095-2100,45,5,0.00377397,0.01870324,0.98129676,92514.725,1730.326,458489.712,0.97686373,2975593.188,32.1635,2.6398
Sierra Leone,2095-2100,50,5,0.00575228,0.02837869,0.97162131,90784.4,2576.342,447881.972,0.96569002,2517103.475,27.7262,2.6556
Sierra Leone,2095-2100,55,5,0.00843539,0.04136168,0.95863832,88208.058,3648.433,432515.151,0.94739601,2069221.503,23.4584,2.6633
Sierra Leone,2095-2100,60,5,0.01370823,0.066428,0.933572,84559.625,5617.126,409763.13,0.91448662,1636706.352,19.3556,2.6794
Sierra Leone,2095-2100,65,5,0.02289074,0.10865737,0.89134263,78942.498,8577.684,374722.901,0.85986463,1226943.222,15.5422,2.6696
Sierra Leone,2095-2100,70,5,0.03889624,0.17811168,0.82188832,70364.814,12532.796,322210.969,0.77490876,852220.321,12.1115,2.6372
Sierra Leone,2095-2100,75,5,0.06523665,0.28165288,0.71834712,57832.018,16288.555,249684.103,0.65405299,530009.352,9.1646,2.5765
Sierra Leone,2095-2100,80,5,0.10779865,0.42375462,0.57624538,41543.463,17604.235,163306.633,0.50193301,280325.249,6.7478,2.4773
Sierra Leone,2095-2100,85,5,0.17190067,0.58859558,0.41140442,23939.229,14090.524,81968.99,0.34572871,117018.615,4.8882,2.3225
Sierra Leone,2095-2100,90,5,0.25655643,0.73822513,0.26177487,9848.704,7270.561,28339.033,0.21097206,35049.625,3.5588,2.1248
Sierra Leone,2095-2100,95,5,0.36922556,0.85623837,0.14376163,2578.143,2207.505,5978.744,0.109058634,6710.592,2.6029,1.8689
Sierra Leone,2095-2100,100,-1,0.506431682,...,...,370.638,370.638,731.848,...,731.848,1.9746,1.9746
Togo,2095-2100,0,1,0.01065683,0.01055368,0.98944632,100000,1055.368,99032.058,0.98779093,7628393.711,76.2839,0.0828
Togo,2095-2100,1,4,0.00092919,0.00370817,0.99629183,98944.632,366.903,394863.409,0.99692917,7529361.652,76.0967,1.5058
Togo,2095-2100,5,5,0.00041419,0.00206882,0.99793118,98577.729,203.939,492378.798,0.99818204,7134498.244,72.3743,2.5
Togo,2095-2100,10,5,0.00031356,0.00156659,0.99843341,98373.79,154.112,491483.671,0.9980029,6642119.445,67.5192,2.5
Togo,2095-2100,15,5,0.00052457,0.00261967,0.99738033,98219.678,257.303,490502.13,0.99679464,6150635.774,62.6212,2.6826
Togo,2095-2100,20,5,0.00075746,0.00378046,0.99621954,97962.375,370.342,488929.893,0.99575945,5660133.644,57.7786,2.6185
Togo,2095-2100,25,5,0.00093336,0.00465624,0.99534376,97592.033,454.412,486856.559,0.9949997,5171203.751,52.988,2.5714
Togo,2095-2100,30,5,0.00107686,0.00537025,0.99462975,97137.621,521.653,484422.129,0.99405038,4684347.192,48.2238,2.5731
Togo,2095-2100,35,5,0.00134033,0.00668027,0.99331973,96615.968,645.421,481540.002,0.99205288,4199925.064,43.4703,2.6142
Togo,2095-2100,40,5,0.00188831,0.00939944,0.99060056,95970.546,902.07,477713.144,0.98916493,3718385.062,38.7451,2.6281
Togo,2095-2100,45,5,0.00252651,0.012558,0.987442,95068.477,1193.87,472537.089,0.98416251,3240671.918,34.0878,2.6503
Togo,2095-2100,50,5,0.00398346,0.01973401,0.98026599,93874.607,1852.522,465053.289,0.97604355,2768134.829,29.4876,2.6682
Togo,2095-2100,55,5,0.00589407,0.02907334,0.97092666,92022.085,2675.39,453912.262,0.96173903,2303081.54,25.0275,2.6833
Togo,2095-2100,60,5,0.0101836,0.04975676,0.95024324,89346.695,4445.602,436545.138,0.9343174,1849169.277,20.6966,2.7082
Togo,2095-2100,65,5,0.01772978,0.08517527,0.91482473,84901.093,7231.474,407871.718,0.88669178,1412624.139,16.6385,2.6998
Togo,2095-2100,70,5,0.0317273,0.14773325,0.85226675,77669.619,11474.385,361656.502,0.80738933,1004752.42,12.9362,2.6738
Togo,2095-2100,75,5,0.05608171,0.24738525,0.75261475,66195.234,16375.725,291997.6,0.68507637,643095.919,9.7151,2.6197
Togo,2095-2100,80,5,0.09876284,0.39656317,0.60343683,49819.509,19756.582,200040.655,0.5248383,351098.319,7.0474,2.5169
Togo,2095-2100,85,5,0.16332193,0.57037047,0.42962953,30062.927,17147.006,104988.998,0.3565121,151057.664,5.0247,2.3566
Togo,2095-2100,90,5,0.25412673,0.73644961,0.26355039,12915.921,9511.925,37429.848,0.2078554,46068.666,3.5668,2.1457
Togo,2095-2100,95,5,0.37857588,0.86525329,0.13474671,3403.996,2945.319,7779.996,0.099414295,8638.818,2.5378,1.8628
Togo,2095-2100,100,-1,0.534073916,...,...,458.677,458.677,858.822,...,858.822,1.8724,1.8724
Algeria,2095-2100,0,1,0.00313894,0.00312973,0.99687027,100000,312.973,99706.366,0.99660441,8845874.925,88.4587,0.0618
Algeria,2095-2100,1,4,0.00015387,0.00061523,0.99938477,99687.027,61.33,398595.84,0.99947558,8746168.559,87.7363,1.5172
Algeria,2095-2100,5,5,0.00007036,0.00035172,0.99964828,99625.697,35.04,498040.884,0.99967003,8347572.719,83.7894,2.5
Algeria,2095-2100,10,5,0.00006165,0.00030821,0.99969179,99590.657,30.694,497876.548,0.99962342,7849531.834,78.818,2.5
Algeria,2095-2100,15,5,0.00009489,0.00047433,0.99952567,99559.962,47.225,497689.057,0.99944005,7351655.286,73.8415,2.6547
Algeria,2095-2100,20,5,0.00012969,0.00064824,0.99935176,99512.738,64.508,497410.378,0.99925154,6853966.229,68.8753,2.6234
Algeria,2095-2100,25,5,0.00017176,0.00085847,0.99914153,99448.23,85.373,497038.086,0.99900189,6356555.851,63.9182,2.6214
Algeria,2095-2100,30,5,0.00023271,0.00116292,0.99883708,99362.857,115.551,496541.99,0.99858248,5859517.765,58.9709,2.6435
Algeria,2095-2100,35,5,0.00034284,0.00171284,0.99828716,99247.306,169.995,495838.133,0.99793416,5362975.775,54.0365,2.6564
Algeria,2095-2100,40,5,0.00049474,0.00247085,0.99752915,99077.311,244.805,494813.812,0.99694733,4867137.642,49.1246,2.6604
Algeria,2095-2100,45,5,0.00074413,0.00371417,0.99628583,98832.506,367.081,493303.308,0.99552092,4372323.829,44.2397,2.6593
Algeria,2095-2100,50,5,0.00107082,0.0053407,0.9946593,98465.425,525.874,491093.764,0.99349824,3879020.521,39.3947,2.6546
Algeria,2095-2100,55,5,0.00158007,0.00787134,0.99212866,97939.551,770.916,487900.791,0.99020243,3387926.757,34.592,2.6691
Algeria,2095-2100,60,5,0.00244901,0.01217641,0.98782359,97168.635,1183.166,483120.549,0.98400822,2900025.966,29.8453,2.6989
Algeria,2095-2100,65,5,0.00420594,0.02083107,0.97916893,95985.469,1999.48,475394.592,0.97144711,2416905.417,25.1799,2.733
Algeria,2095-2100,70,5,0.00781697,0.0384104,0.9615896,93985.99,3610.039,461820.7,0.94584316,1941510.826,20.6574,2.7537
Algeria,2095-2100,75,5,0.01536977,0.07428601,0.92571399,90375.951,6713.668,436809.951,0.89435232,1479690.126,16.3726,2.7554
Algeria,2095-2100,80,5,0.03105309,0.14500278,0.85499722,83662.282,12131.264,390661.992,0.80103832,1042880.175,12.4654,2.7208
Algeria,2095-2100,85,5,0.06051163,0.2647274,0.7352726,71531.019,18936.221,312935.224,0.65879482,652218.182,9.118,2.6384
Algeria,2095-2100,90,5,0.11051063,0.43317749,0.56682251,52594.798,22782.883,206160.103,0.48047142,339282.958,6.4509,2.5063
Algeria,2095-2100,95,5,0.18831896,0.62571469,0.37428531,29811.915,18653.753,99054.037,0.25592012,133122.855,4.4654,2.3193
Algeria,2095-2100,100,-1,0.327514493,...,...,11158.162,11158.162,34068.817,...,34068.817,3.0533,3.0533
Egypt,2095-2100,0,1,0.00386146,0.00384755,0.99615245,100000,384.755,99639.797,0.99576076,8450981.235,84.5098,0.0638
Egypt,2095-2100,1,4,0.00022281,0.00089074,0.99910926,99615.245,88.731,398240.584,0.99929276,8351341.438,83.836,1.5161
Egypt,2095-2100,5,5,0.00008386,0.00041922,0.99958078,99526.514,41.724,497528.261,0.99961352,7953100.854,79.9094,2.5
Egypt,2095-2100,10,5,0.00007076,0.00035373,0.99964627,99484.79,35.191,497335.975,0.99956577,7455572.593,74.9418,2.5
Egypt,2095-2100,15,5,0.00011116,0.00055565,0.99944435,99449.6,55.259,497120.014,0.99929974,6958236.619,69.9675,2.684
Egypt,2095-2100,20,5,0.00017129,0.00085611,0.99914389,99394.34,85.093,496771.901,0.99899843,6461116.604,65.0049,2.652
Egypt,2095-2100,25,5,0.00023093,0.00115403,0.99884597,99309.248,114.606,496274.351,0.99864077,5964344.704,60.0583,2.6276
Egypt,2095-2100,30,5,0.0003168,0.00158283,0.99841717,99194.642,157.008,495599.799,0.9981875,5468070.353,55.1247,2.6217
Egypt,2095-2100,35,5,0.0004155,0.00207545,0.99792455,99037.634,205.548,494701.526,0.99752957,4972470.554,50.2079,2.6325
Egypt,2095-2100,40,5,0.00060079,0.00299979,0.99700021,98832.086,296.476,493479.401,0.99587507,4477769.028,45.3068,2.7029
Egypt,2095-2100,45,5,0.0011071,0.00552162,0.99447838,98535.61,544.076,491443.831,0.99273076,3984289.627,40.435,2.7315
Egypt,2095-2100,50,5,0.00184578,0.0091896,0.9908104,97991.534,900.503,487871.406,0.98881928,3492845.795,35.6444,2.6832
Egypt,2095-2100,55,5,0.00271739,0.01350192,0.98649808,97091.031,1310.915,482416.65,0.98248957,3004974.389,30.9501,2.6821
Egypt,2095-2100,60,5,0.00454666,0.0224992,0.9775008,95780.116,2154.976,473969.327,0.97032949,2522557.739,26.337,2.7117
Egypt,2095-2100,65,5,0.00785582,0.03858942,0.96141058,93625.14,3612.94,459906.415,0.94739665,2048588.411,21.8808,2.725
Egypt,2095-2100,70,5,0.01448563,0.07011928,0.92988072,90012.199,6311.591,435713.795,0.90439303,1588681.996,17.6496,2.7268
Egypt,2095-2100,75,5,0.02697694,0.12700552,0.87299448,83700.609,10630.439,394056.519,0.82999301,1152968.202,13.7749,2.7003
Egypt,2095-2100,80,5,0.04962529,0.22212422,0.77787578,73070.169,16230.654,327064.158,0.71549285,758911.683,10.3861,2.6411
Egypt,2095-2100,85,5,0.087222,0.35909878,0.64090122,56839.515,20411.001,234012.067,0.56588166,431847.525,7.5977,2.5413
Egypt,2095-2100,90,5,0.14470974,0.5260417,0.4739583,36428.515,19162.918,132423.136,0.39275101,197835.458,5.4308,2.4054
Egypt,2095-2100,95,5,0.23548369,0.70934973,0.29065027,17265.597,12247.347,52009.32,0.204900263,65412.322,3.7886,2.1979
Egypt,2095-2100,100,-1,0.374405631,...,...,5018.25,5018.25,13403.002,...,13403.002,2.6709,2.6709
Libya,2095-2100,0,1,0.00212886,0.00212461,0.99787539,100000,212.461,99800.066,0.99766968,8538068.51,85.3807,0.059
Libya,2095-2100,1,4,0.00011654,0.00046601,0.99953399,99787.539,46.502,399034.774,0.99957889,8438268.444,84.5623,1.5188
Libya,2095-2100,5,5,0.00006451,0.00032248,0.99967752,99741.037,32.164,498624.774,0.99968321,8039233.67,80.6011,2.5
Libya,2095-2100,10,5,0.00006223,0.00031111,0.99968889,99708.873,31.02,498466.814,0.99957634,7540608.896,75.6263,2.5
Libya,2095-2100,15,5,0.00011829,0.00059131,0.99940869,99677.853,58.94,498255.636,0.99923121,7042142.082,70.649,2.7328
Libya,2095-2100,20,5,0.00019048,0.00095199,0.99904801,99618.913,94.836,497872.583,0.99888775,6543886.446,65.6892,2.6593
Libya,2095-2100,25,5,0.00025464,0.00127243,0.99872757,99524.076,126.637,497318.826,0.99853341,6046013.863,60.7493,2.6187
Libya,2095-2100,30,5,0.00033767,0.00168698,0.99831302,99397.439,167.682,496589.465,0.99800435,5548695.037,55.8233,2.6281
Libya,2095-2100,35,5,0.00047245,0.00235962,0.99764038,99229.757,234.144,495598.448,0.99713363,5052105.573,50.9132,2.6496
Libya,2095-2100,40,5,0.0006956,0.00347236,0.99652764,98995.613,343.748,494177.88,0.99562513,4556507.125,46.0274,2.6722
Libya,2095-2100,45,5,0.00108719,0.00542227,0.99457773,98651.865,534.917,492015.919,0.993308,4062329.244,41.1784,2.6755
Libya,2095-2100,50,5,0.00163293,0.00813366,0.99186634,98116.948,798.05,488723.347,0.98996216,3570313.325,36.3883,2.6676
Libya,2095-2100,55,5,0.00247015,0.01228026,0.98771974,97318.898,1195.101,483817.619,0.98457051,3081589.979,31.6649,2.6765
Libya,2095-2100,60,5,0.0039042,0.01934773,0.98065227,96123.797,1859.778,476352.557,0.9741188,2597772.36,27.0253,2.7059
Libya,2095-2100,65,5,0.00690237,0.03397762,0.96602238,94264.02,3202.867,464023.983,0.95483492,2121419.803,22.5051,2.722
Libya,2095-2100,70,5,0.01214237,0.05907978,0.94092022,91061.153,5379.873,443066.301,0.91893684,1657395.82,18.2009,2.725
Libya,2095-2100,75,5,0.02294418,0.10902872,0.89097128,85681.28,9341.72,407149.945,0.8489565,1214329.518,14.1726,2.7246
Libya,2095-2100,80,5,0.04488331,0.20322401,0.79677599,76339.56,15514.032,345652.594,0.73119465,807179.574,10.5735,2.6766
Libya,2095-2100,85,5,0.08389844,0.34861077,0.65138923,60825.528,21204.434,252739.328,0.56470296,461526.98,7.5877,2.5765
Libya,2095-2100,90,5,0.1499638,0.54019787,0.45980213,39621.094,21403.231,142722.648,0.37643485,208787.652,5.2696,2.4124
