country,Period,Age (x),Age interval (n),nmx,nqx,npx,lx,ndx,nLx,nSx,Tx,e0x,nax
Dominican Republic,2095-2100,60,5,0.00380262,0.01884736,0.98115264,95462.384,1799.214,473150.981,0.97577682,2794096.632,29.2691,2.6874
Dominican Republic,2095-2100,65,5,0.0062553,0.03083397,0.96916603,93663.17,2888.007,461689.758,0.95919829,2320945.652,24.7797,2.7057
Dominican Republic,2095-2100,70,5,0.01086315,0.05299651,0.94700349,90775.163,4810.767,442852.026,0.92997345,1859255.894,20.482,2.7085
Dominican Republic,2095-2100,75,5,0.01897164,0.09088988,0.90911012,85964.396,7813.293,411840.627,0.87888904,1416403.867,16.4766,2.6986
Dominican Republic,2095-2100,80,5,0.03407183,0.15780603,0.84219397,78151.103,12332.715,361962.212,0.79626549,1004563.241,12.8541,2.6653
Dominican Republic,2095-2100,85,5,0.05897186,0.25823716,0.74176284,65818.387,16996.754,288218.017,0.68131676,642601.029,9.7632,2.5952
Dominican Republic,2095-2100,90,5,0.0970391,0.39030547,0.60969453,48821.634,19055.351,196367.765,0.54181451,354383.012,7.2587,2.4946
Dominican Republic,2095-2100,95,5,0.1516767,0.54214455,0.45785545,29766.283,16137.628,106394.904,0.326679507,158015.247,5.3085,2.3703
Dominican Republic,2095-2100,100,-1,0.264019432,...,...,13628.655,13628.655,51620.343,...,51620.343,3.7876,3.7876
Grenada,2095-2100,0,1,0.00301705,0.00300853,0.99699147,100000,300.853,99717.633,0.9967831,8422488.305,84.2249,0.0614
Grenada,2095-2100,1,4,0.00012394,0.00049562,0.99950438,99699.147,49.412,398673.916,0.99949333,8322770.672,83.4789,1.5174
Grenada,2095-2100,5,5,0.00008804,0.0004401,0.9995599,99649.734,43.856,498139.03,0.99955499,7924096.756,79.5195,2.5
Grenada,2095-2100,10,5,0.00009,0.00044991,0.99955009,99605.878,44.814,497917.355,0.99933899,7425957.726,74.5534,2.5
Grenada,2095-2100,15,5,0.0001925,0.00096211,0.99903789,99561.064,95.788,497588.225,0.99881729,6928040.371,69.5858,2.7336
Grenada,2095-2100,20,5,0.00027671,0.00138266,0.99861734,99465.276,137.526,496999.722,0.99843471,6430452.146,64.6502,2.6248
Grenada,2095-2100,25,5,0.00035134,0.00175524,0.99824476,99327.75,174.344,496221.774,0.997979,5933452.424,59.7361,2.6083
Grenada,2095-2100,30,5,0.00046707,0.00233275,0.99766725,99153.406,231.3,495218.908,0.99722431,5437230.65,54.8365,2.6303
Grenada,2095-2100,35,5,0.00065965,0.00329315,0.99670685,98922.106,325.765,493844.332,0.99602313,4942011.742,49.9586,2.648
Grenada,2095-2100,40,5,0.00095674,0.004773,0.995227,98596.34,470.601,491880.376,0.99412025,4448167.41,45.1149,2.6597
Grenada,2095-2100,45,5,0.00143377,0.00714486,0.99285514,98125.74,701.095,488988.243,0.99131814,3956287.034,40.3185,2.6602
Grenada,2095-2100,50,5,0.00209352,0.01041643,0.98958357,97424.645,1014.817,484742.916,0.98735813,3467298.791,35.5895,2.6544
Grenada,2095-2100,55,5,0.00307278,0.01525444,0.98474556,96409.828,1470.678,478614.86,0.98098711,2982555.875,30.9362,2.6648
Grenada,2095-2100,60,5,0.00476249,0.02355257,0.97644743,94939.15,2236.061,469515.009,0.96992627,2503941.015,26.3742,2.6831
Grenada,2095-2100,65,5,0.00776065,0.03812345,0.96187655,92703.089,3534.161,455394.943,0.94957571,2034426.006,21.9456,2.7023
Grenada,2095-2100,70,5,0.01359001,0.06590587,0.93409413,89168.928,5876.756,432431.975,0.91036866,1579031.063,17.7083,2.7177
Grenada,2095-2100,75,5,0.0252748,0.11945894,0.88054106,83292.172,9949.995,393672.518,0.83776877,1146599.088,13.766,2.7097
Grenada,2095-2100,80,5,0.04788039,0.21530946,0.78469054,73342.178,15791.265,329806.542,0.71652634,752926.57,10.2659,2.663
Grenada,2095-2100,85,5,0.08920734,0.36630241,0.63369759,57550.913,21081.038,236315.073,0.54904673,423120.028,7.3521,2.5599
Grenada,2095-2100,90,5,0.15576978,0.55417849,0.44582151,36469.875,20210.82,129748.017,0.3606902,186804.954,5.1222,2.3974
Grenada,2095-2100,95,5,0.25879092,0.7448843,0.2551157,16259.055,12111.114,46798.839,0.179787061,57056.937,3.5092,2.1517
Grenada,2095-2100,100,-1,0.404350815,...,...,4147.94,4147.94,10258.099,...,10258.099,2.4731,2.4731
Guadeloupe,2095-2100,0,1,0.00096103,0.00096016,0.99903984,100000,96.016,99909.332,0.99896825,9508466.522,95.0847,0.0557
Guadeloupe,2095-2100,1,4,0.00004153,0.0001661,0.9998339,99903.984,16.594,399574.794,0.99985348,9408557.191,94.176,1.5205
Guadeloupe,2095-2100,5,5,0.00002083,0.00010416,0.99989584,99887.391,10.405,499410.942,0.99987128,9008982.397,90.1914,2.5
Guadeloupe,2095-2100,10,5,0.00003066,0.00015328,0.99984672,99876.986,15.309,499346.658,0.99982908,8509571.455,85.2005,2.5
Guadeloupe,2095-2100,15,5,0.00003958,0.0001979,0.9998021,99861.677,19.762,499261.31,0.99976835,8010224.797,80.2132,2.6179
Guadeloupe,2095-2100,20,5,0.00005401,0.00027002,0.99972998,99841.915,26.959,499145.656,0.9996836,7510963.487,75.2286,2.6291
Guadeloupe,2095-2100,25,5,0.00007359,0.0003679,0.9996321,99814.956,36.722,498987.725,0.9995693,7011817.831,70.2482,2.6294
Guadeloupe,2095-2100,30,5,0.0001006,0.0005029,0.9994971,99778.233,50.178,498772.809,0.99939383,6512830.105,65.2731,2.6413
Guadeloupe,2095-2100,35,5,0.00014512,0.00072538,0.99927462,99728.055,72.341,498470.468,0.99911952,6014057.297,60.3046,2.6527
Guadeloupe,2095-2100,40,5,0.00020964,0.00104771,0.99895229,99655.715,104.41,498031.577,0.99879296,5515586.828,55.3464,2.6344
Guadeloupe,2095-2100,45,5,0.00027717,0.00138492,0.99861508,99551.305,137.871,497430.431,0.99834753,5017555.251,50.4017,2.6348
Guadeloupe,2095-2100,50,5,0.0004015,0.00200563,0.99799437,99413.434,199.386,496608.443,0.99727142,4520124.82,45.4679,2.6993
Guadeloupe,2095-2100,55,5,0.00072436,0.00361586,0.99638414,99214.048,358.744,495253.408,0.99532501,4023516.377,40.5539,2.7231
Guadeloupe,2095-2100,60,5,0.00117995,0.00588376,0.99411624,98855.304,581.641,492938.104,0.9924963,3528262.969,35.6912,2.6989
Guadeloupe,2095-2100,65,5,0.00190418,0.00947965,0.99052035,98273.663,931.6,489239.247,0.98735936,3035324.865,30.8865,2.7146
Guadeloupe,2095-2100,70,5,0.00336911,0.01671905,0.98328095,97342.063,1627.467,483054.949,0.97625729,2546085.618,26.1561,2.754
Guadeloupe,2095-2100,75,5,0.00666401,0.03283359,0.96716641,95714.596,3142.654,471585.917,0.95257322,2063030.669,21.554,2.7767
Guadeloupe,2095-2100,80,5,0.01359159,0.06595536,0.93404464,92571.942,6105.616,449220.114,0.90602239,1591444.752,17.1914,2.7661
Guadeloupe,2095-2100,85,5,0.0273773,0.12886702,0.87113298,86466.326,11142.658,407003.48,0.82290919,1142224.638,13.2101,2.7269
Guadeloupe,2095-2100,90,5,0.0531141,0.236172,0.763828,75323.668,17789.342,334926.906,0.69078749,735221.158,9.7608,2.6564
Guadeloupe,2095-2100,95,5,0.0986409,0.39666554,0.60333446,57534.326,22821.885,231363.317,0.422016891,400294.253,6.9575,2.5327
Guadeloupe,2095-2100,100,-1,0.205482267,...,...,34712.441,34712.441,168930.936,...,168930.936,4.8666,4.8666
Haiti,2095-2100,0,1,0.00977278,0.00968573,0.99031427,100000,968.573,99109.265,0.98846263,7964826.415,79.6483,0.0804
Haiti,2095-2100,1,4,0.00101897,0.00406555,0.99593445,99031.427,402.617,395122.049,0.99682814,7865717.15,79.4265,1.5072
Haiti,2095-2100,5,5,0.00039002,0.00194819,0.99805181,98628.81,192.147,492663.68,0.99817077,7470595.101,75.7446,2.5
Haiti,2095-2100,10,5,0.0003423,0.00171005,0.99828995,98436.662,168.331,491762.484,0.99796566,6977931.42,70.8875,2.5
Haiti,2095-2100,15,5,0.00050273,0.00251068,0.99748932,98268.331,246.72,490762.07,0.99698264,6486168.937,66.0047,2.6508
Haiti,2095-2100,20,5,0.00070963,0.00354216,0.99645784,98021.611,347.208,489281.263,0.99598664,5995406.867,61.1641,2.6187
Haiti,2095-2100,25,5,0.00089527,0.00446667,0.99553333,97674.403,436.279,487317.6,0.99511285,5506125.604,56.3722,2.5832
Haiti,2095-2100,30,5,0.00106732,0.00532282,0.99467718,97238.123,517.581,484936.004,0.99414074,5018808.004,51.6136,2.576
Haiti,2095-2100,35,5,0.00130327,0.00649603,0.99350397,96720.542,628.299,482094.639,0.99247607,4533872,46.876,2.5998
Haiti,2095-2100,40,5,0.00174543,0.00869094,0.99130906,96092.243,835.132,478467.391,0.99009475,4051777.362,42.1655,2.6126
Haiti,2095-2100,45,5,0.00227652,0.01132147,0.98867853,95257.111,1078.45,473728.052,0.98632483,3573309.971,37.5123,2.6285
Haiti,2095-2100,50,5,0.00330939,0.0164189,0.9835811,94178.66,1546.31,467249.74,0.98048646,3099581.919,32.9117,2.6437
Haiti,2095-2100,55,5,0.00469044,0.02319754,0.97680246,92632.35,2148.843,458132.041,0.97080951,2632332.179,28.417,2.6593
Haiti,2095-2100,60,5,0.00745211,0.0366298,0.9633702,90483.508,3314.393,444758.94,0.95244107,2174200.138,24.0287,2.6893
Haiti,2095-2100,65,5,0.01253648,0.06092224,0.93907776,87169.115,5310.538,423606.68,0.92021969,1729441.198,19.8401,2.6954
Haiti,2095-2100,70,5,0.02157585,0.10274435,0.89725565,81858.577,8410.507,389811.208,0.86551949,1305834.517,15.9523,2.6836
Haiti,2095-2100,75,5,0.03755929,0.17253141,0.82746859,73448.071,12672.099,337389.199,0.78168894,916023.31,12.4717,2.6443
Haiti,2095-2100,80,5,0.06280287,0.27252901,0.72747099,60775.971,16563.215,263733.407,0.66747677,578634.11,9.5208,2.5762
Haiti,2095-2100,85,5,0.10144903,0.40392582,0.59607418,44212.756,17858.674,176035.922,0.52901125,314900.703,7.1224,2.4787
Haiti,2095-2100,90,5,0.15634113,0.55244819,0.44755181,26354.082,14559.265,93124.984,0.38346913,138864.781,5.2692,2.3456
Haiti,2095-2100,95,5,0.23092058,0.69914626,0.30085374,11794.817,8246.302,35710.556,0.219267261,45739.797,3.878,2.1789
Haiti,2095-2100,100,-1,0.353819481,...,...,3548.515,3548.515,10029.24,...,10029.24,2.8263,2.8263
Jamaica,2095-2100,0,1,0.00362137,0.00360912,0.99639088,100000,360.912,99661.876,0.9960271,8520055.337,85.2006,0.0631
Jamaica,2095-2100,1,4,0.00020689,0.00082713,0.99917287,99639.088,82.414,398351.676,0.99932332,8420393.461,84.5089,1.5165
Jamaica,2095-2100,5,5,0.00008585,0.00042914,0.99957086,99556.674,42.724,497676.558,0.99959094,8022041.785,80.5776,2.5
Jamaica,2095-2100,10,5,0.00007781,0.00038896,0.99961104,99513.95,38.707,497472.979,0.9994635,7524365.227,75.6112,2.5
Jamaica,2095-2100,15,5,0.00014927,0.00074609,0.99925391,99475.242,74.217,497206.084,0.99909333,7026892.248,70.6396,2.7077
Jamaica,2095-2100,20,5,0.00021119,0.00105543,0.99894457,99401.025,104.911,496755.28,0.99881442,6529686.164,65.6903,2.6185
Jamaica,2095-2100,25,5,0.00026421,0.00132023,0.99867977,99296.114,131.094,496166.335,0.99849016,6032930.884,60.757,2.603
Jamaica,2095-2100,30,5,0.00034716,0.00173439,0.99826561,99165.019,171.991,495417.203,0.99793739,5536764.55,55.8338,2.6284
Jamaica,2095-2100,35,5,0.00049105,0.00245242,0.99754758,98993.028,242.773,494395.348,0.99700907,5041347.347,50.9263,2.653
Jamaica,2095-2100,40,5,0.00072705,0.00362909,0.99637091,98750.256,358.373,492916.645,0.99545277,4546951.998,46.045,2.6711
Jamaica,2095-2100,45,5,0.00112423,0.0056065,0.9943935,98391.883,551.634,490675.238,0.99310138,4054035.353,41.2029,2.6721
Jamaica,2095-2100,50,5,0.00167922,0.00836332,0.99163668,97840.249,818.269,487290.258,0.98972454,3563360.115,36.4202,2.6646
Jamaica,2095-2100,55,5,0.0025193,0.0125231,0.9874769,97021.979,1215.016,482283.129,0.9842951,3076069.857,31.7049,2.6735
Jamaica,2095-2100,60,5,0.00395982,0.01962033,0.98037967,95806.963,1879.764,474708.923,0.97422063,2593786.728,27.0731,2.6987
Jamaica,2095-2100,65,5,0.00680301,0.03349614,0.96650386,93927.199,3146.198,462471.224,0.95473026,2119077.805,22.5609,2.7227
Jamaica,2095-2100,70,5,0.01234554,0.0600455,0.9399545,90781,5450.99,441535.271,0.91753337,1656606.58,18.2484,2.7307
Jamaica,2095-2100,75,5,0.02329779,0.11061149,0.88938851,85330.01,9438.48,405123.346,0.84846114,1215071.309,14.2397,2.7193
Jamaica,2095-2100,80,5,0.04464438,0.20220538,0.79779462,75891.53,15345.676,343731.417,0.73286859,809947.963,10.6724,2.6719
Jamaica,2095-2100,85,5,0.08309076,0.34571137,0.65428863,60545.854,20931.39,251909.96,0.57228119,466216.546,7.7002,2.5721
Jamaica,2095-2100,90,5,0.14485293,0.52714284,0.47285716,39614.464,20882.481,144163.331,0.38867575,214306.585,5.4098,2.4185
Jamaica,2095-2100,95,5,0.23914366,0.715348,0.284652,18731.983,13399.887,56032.79,0.201166373,70143.254,3.7446,2.192
Jamaica,2095-2100,100,-1,0.377886105,...,...,5332.096,5332.096,14110.464,...,14110.464,2.6463,2.6463
Martinique,2095-2100,0,1,0.00096425,0.00096337,0.99903663,100000,96.337,99909.029,0.99895944,9520600.772,95.206,0.0557
Martinique,2095-2100,1,4,0.00004437,0.00017746,0.99982254,99903.663,17.729,399570.692,0.99984724,9420691.744,94.2978,1.5205
Martinique,2095-2100,5,5,0.00002102,0.0001051,0.9998949,99885.934,10.498,499403.422,0.99989329,9021121.052,90.3142,2.5
Martinique,2095-2100,10,5,0.00002167,0.00010833,0.99989167,99875.435,10.819,499350.129,0.99986271,8521717.63,85.3235,2.5
Martinique,2095-2100,15,5,0.00003615,0.00018075,0.99981925,99864.616,18.051,499281.573,0.9997698,8022367.501,80.3324,2.7005
Martinique,2095-2100,20,5,0.00005673,0.00028363,0.99971637,99846.565,28.32,499166.638,0.99966124,7523085.928,75.3465,2.6628
Martinique,2095-2100,25,5,0.00007903,0.00039506,0.99960494,99818.246,39.434,498997.541,0.99954753,7023919.29,70.3671,2.6242
Martinique,2095-2100,30,5,0.00010308,0.00051525,0.99948475,99778.811,51.411,498771.758,0.99939569,6524921.749,65.3939,2.6212
Martinique,2095-2100,35,5,0.00014153,0.00070743,0.99929257,99727.4,70.55,498470.345,0.99915411,6026149.991,60.4262,2.6378
Martinique,2095-2100,40,5,0.00019999,0.00099948,0.99900052,99656.85,99.605,498048.696,0.99883118,5527679.645,55.4671,2.6351
Martinique,2095-2100,45,5,0.00027129,0.00135558,0.99864442,99557.245,134.958,497466.567,0.99840083,5029630.949,50.52,2.6314
Martinique,2095-2100,50,5,0.00037686,0.00188263,0.99811737,99422.287,187.175,496671.034,0.99772336,4532164.382,45.585,2.6471
Martinique,2095-2100,55,5,0.00055177,0.0027553,0.9972447,99235.112,273.423,495540.292,0.99651246,4035493.348,40.666,2.6766
Martinique,2095-2100,60,5,0.00088459,0.00441402,0.99558598,98961.689,436.819,493812.075,0.99404323,3539953.056,35.7709,2.719
Martinique,2095-2100,65,5,0.00159291,0.00793621,0.99206379,98524.87,781.914,490870.55,0.98882979,3046140.981,30.9175,2.757
Martinique,2095-2100,70,5,0.00308669,0.01532835,0.98467165,97742.956,1498.239,485387.42,0.97785353,2555270.432,26.1428,2.7792
Martinique,2095-2100,75,5,0.00627369,0.03093916,0.96906084,96244.717,2977.731,474637.801,0.95467302,2069883.011,21.5065,2.7883
Martinique,2095-2100,80,5,0.01311523,0.06371843,0.93628157,93266.986,5942.826,453123.902,0.90803588,1595245.211,17.1041,2.777
Martinique,2095-2100,85,5,0.02703178,0.12736797,0.87263203,87324.161,11122.301,411452.76,0.82290303,1142121.309,13.0791,2.7372
Martinique,2095-2100,90,5,0.05364753,0.23837067,0.76162933,76201.86,18164.289,338585.724,0.68521217,730668.549,9.5886,2.6645
Martinique,2095-2100,95,5,0.10178433,0.40687912,0.59312088,58037.571,23614.276,232003.059,0.408280485,392082.825,6.7557,2.536
Martinique,2095-2100,100,-1,0.21503989,...,...,34423.295,34423.295,160079.766,...,160079.766,4.6503,4.6503
Puerto Rico,2095-2100,0,1,0.00084718,0.0008465,0.9991535,100000,84.65,99920.037,0.9991113,9229680.854,92.2968,0.0554
Puerto Rico,2095-2100,1,4,0.00002602,0.00010409,0.99989591,99915.35,10.401,399635.614,0.99990334,9129760.817,91.375,1.5207
Puerto Rico,2095-2100,5,5,0.00001392,0.0000696,0.9999304,99904.949,6.954,499507.363,0.99992695,8730125.203,87.3843,2.5
Puerto Rico,2095-2100,10,5,0.0000153,0.0000765,0.9999235,99897.996,7.642,499470.873,0.99984212,8230617.84,82.3902,2.5
Puerto Rico,2095-2100,15,5,0.00005781,0.000289,0.999711,99890.354,28.868,499392.015,0.99955502,7731146.967,77.3963,2.9301
Puerto Rico,2095-2100,20,5,0.00012067,0.00060319,0.99939681,99861.486,60.235,499169.795,0.99928749,7231754.953,72.4179,2.7151
Puerto Rico,2095-2100,25,5,0.0001625,0.0008122,0.9991878,99801.25,81.058,498814.132,0.99904083,6732585.158,67.4599,2.6299
Puerto Rico,2095-2100,30,5,0.00022544,0.00112658,0.99887342,99720.192,112.343,498335.682,0.99865729,6233771.026,62.5126,2.6387
Puerto Rico,2095-2100,35,5,0.00031691,0.00158335,0.99841665,99607.849,157.714,497666.562,0.99814325,5735435.343,57.5802,2.637
Puerto Rico,2095-2100,40,5,0.00043643,0.00217991,0.99782009,99450.135,216.792,496742.52,0.99728022,5237768.782,52.6673,2.656
Puerto Rico,2095-2100,45,5,0.0006731,0.00336025,0.99663975,99233.343,333.449,495391.49,0.99582614,4741026.262,47.7765,2.6751
Puerto Rico,2095-2100,50,5,0.00101839,0.00507984,0.99492016,98899.894,502.396,493323.795,0.99386179,4245634.772,42.9286,2.6599
Puerto Rico,2095-2100,55,5,0.00146471,0.00729837,0.99270163,98397.498,718.141,490295.671,0.99130262,3752310.977,38.1342,2.6442
Puerto Rico,2095-2100,60,5,0.00206447,0.01027235,0.98972765,97679.357,1003.397,486031.383,0.98772163,3262015.306,33.3951,2.6426
Puerto Rico,2095-2100,65,5,0.00296477,0.01472217,0.98527783,96675.961,1423.279,480063.712,0.98131694,2775983.923,28.7143,2.6701
Puerto Rico,2095-2100,70,5,0.00481159,0.02379686,0.97620314,95252.681,2266.715,471094.652,0.96747568,2295920.211,24.1035,2.7197
Puerto Rico,2095-2100,75,5,0.00893121,0.0437765,0.9562235,92985.966,4070.601,455772.619,0.93844686,1824825.559,19.6247,2.7504
Puerto Rico,2095-2100,80,5,0.01750125,0.084188,0.915812,88915.366,7485.607,427718.381,0.88144227,1369052.94,15.3973,2.7479
Puerto Rico,2095-2100,85,5,0.03496728,0.16189389,0.83810611,81429.759,13182.98,377009.061,0.77777313,941334.558,11.5601,2.7137
Puerto Rico,2095-2100,90,5,0.06926175,0.29758841,0.70241159,68246.778,20309.45,293227.518,0.60976062,564325.498,8.2689,2.6363
Puerto Rico,2095-2100,95,5,0.13443105,0.50140639,0.49859361,47937.328,24036.083,178798.593,0.340465046,271097.979,5.6553,2.4668
Puerto Rico,2095-2100,100,-1,0.258953311,...,...,23901.245,23901.245,92299.386,...,92299.386,3.8617,3.8617
Saint Lucia,2095-2100,0,1,0.00329387,0.00328373,0.99671627,100000,328.373,99692.06,0.99636098,8677054.933,86.7705,0.0622
Saint Lucia,2095-2100,1,4,0.00020019,0.00080037,0.99919963,99671.627,79.775,398488.429,0.99936811,8577362.873,86.0562,1.517
Saint Lucia,2095-2100,5,5,0.00007518,0.00037582,0.99962418,99591.853,37.429,497865.692,0.99964685,8178874.445,82.1239,2.5
Saint Lucia,2095-2100,10,5,0.0000661,0.00033046,0.99966954,99554.424,32.899,497689.873,0.99955366,7681008.753,77.1539,2.5
Saint Lucia,2095-2100,15,5,0.00012213,0.00061049,0.99938951,99521.525,60.757,497467.734,0.99926388,7183318.88,72.1785,2.6975
Saint Lucia,2095-2100,20,5,0.00017081,0.00085371,0.99914629,99460.768,84.911,497101.54,0.99903898,6685851.147,67.221,2.6175
Saint Lucia,2095-2100,25,5,0.00021503,0.00107459,0.99892541,99375.857,106.788,496623.815,0.99876176,6188749.607,62.2762,2.6077
Saint Lucia,2095-2100,30,5,0.00028702,0.00143414,0.99856586,99269.069,142.365,496008.878,0.99827407,5692125.792,57.3404,2.6366
Saint Lucia,2095-2100,35,5,0.0004154,0.00207501,0.99792499,99126.704,205.689,495152.799,0.99743616,5196116.914,52.4189,2.6629
Saint Lucia,2095-2100,40,5,0.00062988,0.00314482,0.99685518,98921.015,311.089,493883.307,0.99601973,4700964.115,47.5224,2.6799
Saint Lucia,2095-2100,45,5,0.00099119,0.00494458,0.99505542,98609.926,487.585,491917.518,0.99387805,4207080.808,42.6639,2.6781
Saint Lucia,2095-2100,50,5,0.00149581,0.00745307,0.99254693,98122.341,731.312,488906.025,0.99080321,3715163.29,37.8626,2.6676
Saint Lucia,2095-2100,55,5,0.00224969,0.01118964,0.98881036,97391.029,1089.77,484409.659,0.98631141,3226257.265,33.1268,2.6642
Saint Lucia,2095-2100,60,5,0.00336465,0.01669303,0.98330697,96301.259,1607.56,477778.772,0.97856712,2741847.606,28.4716,2.6813
Saint Lucia,2095-2100,65,5,0.00555366,0.02742054,0.97257946,94693.699,2596.552,467538.595,0.96304325,2264068.834,23.9094,2.7162
Saint Lucia,2095-2100,70,5,0.01004241,0.04909702,0.95090298,92097.147,4521.695,450259.888,0.93176086,1796530.239,19.5069,2.7385
Saint Lucia,2095-2100,75,5,0.01929118,0.09241533,0.90758467,87575.452,8093.315,419534.539,0.87200616,1346270.351,15.3727,2.7336
Saint Lucia,2095-2100,80,5,0.03737458,0.17202601,0.82797399,79482.137,13672.994,365836.7,0.77009727,926735.812,11.6597,2.6908
Saint Lucia,2095-2100,85,5,0.0700442,0.29986019,0.70013981,65809.142,19733.542,281729.846,0.62344842,560899.112,8.5231,2.6023
Saint Lucia,2095-2100,90,5,0.12301296,0.46893565,0.53106435,46075.601,21606.492,175644.027,0.44718697,279169.266,6.0589,2.4668
Saint Lucia,2095-2100,95,5,0.20434392,0.65594298,0.34405702,24469.109,16050.34,78545.721,0.24128917,103525.239,4.2309,2.2711
Saint Lucia,2095-2100,100,-1,0.337029423,...,...,8418.769,8418.769,24979.519,...,24979.519,2.9671,2.9671
Saint Vincent and the Grenadines,2095-2100,0,1,0.00233932,0.00233419,0.99766581,100000,233.419,99780.481,0.99753643,8430468.849,84.3047,0.0596
Saint Vincent and the Grenadines,2095-2100,1,4,0.00007938,0.00031744,0.99968256,99766.581,31.67,398987.733,0.99958672,8330688.368,83.5018,1.5184
Saint Vincent and the Grenadines,2095-2100,5,5,0.00009023,0.00045107,0.99954893,99734.911,44.987,498562.086,0.99952003,7931700.635,79.5278,2.5
Saint Vincent and the Grenadines,2095-2100,10,5,0.0001018,0.00050889,0.99949111,99689.923,50.731,498322.79,0.99921493,7433138.55,74.5626,2.5
Saint Vincent and the Grenadines,2095-2100,15,5,0.00023606,0.00117965,0.99882035,99639.193,117.539,497931.57,0.9985443,6934815.76,69.5993,2.7506
Saint Vincent and the Grenadines,2095-2100,20,5,0.00033976,0.00169745,0.99830255,99521.653,168.933,497206.732,0.99808618,6436884.19,64.6782,2.6231
Saint Vincent and the Grenadines,2095-2100,25,5,0.00042769,0.00213625,0.99786375,99352.72,212.242,496255.166,0.99755144,5939677.458,59.7837,2.6045
Saint Vincent and the Grenadines,2095-2100,30,5,0.00056335,0.00281299,0.99718701,99140.478,278.881,495040.057,0.99667763,5443422.292,54.9062,2.625
Saint Vincent and the Grenadines,2095-2100,35,5,0.00078382,0.00391185,0.99608815,98861.597,386.732,493395.35,0.99532801,4948382.235,50.0536,2.6401
Saint Vincent and the Grenadines,2095-2100,40,5,0.00111252,0.00554808,0.99445192,98474.865,546.346,491090.213,0.99325859,4454986.885,45.2398,2.6496
Saint Vincent and the Grenadines,2095-2100,45,5,0.00162548,0.00809648,0.99190352,97928.519,792.876,487779.573,0.99026829,3963896.672,40.4774,2.6503
Saint Vincent and the Grenadines,2095-2100,50,5,0.00232639,0.01156857,0.98843143,97135.643,1123.721,483032.645,0.9860926,3476117.098,35.7862,2.6457
Saint Vincent and the Grenadines,2095-2100,55,5,0.0033483,0.01661092,0.98338908,96011.922,1594.846,476314.916,0.97969179,2993084.454,31.1741,2.652
Saint Vincent and the Grenadines,2095-2100,60,5,0.00498988,0.02466173,0.97533827,94417.076,2328.488,466641.813,0.96949159,2516769.538,26.6559,2.6622
Saint Vincent and the Grenadines,2095-2100,65,5,0.00766648,0.03766325,0.96233675,92088.588,3468.355,452405.316,0.95124146,2050127.724,22.2626,2.6826
Saint Vincent and the Grenadines,2095-2100,70,5,0.01294201,0.0628474,0.9371526,88620.232,5569.551,430346.692,0.91487316,1597722.409,18.0289,2.71
Saint Vincent and the Grenadines,2095-2100,75,5,0.02390544,0.11332688,0.88667312,83050.682,9411.875,393712.636,0.8458851,1167375.717,14.0562,2.7113
Saint Vincent and the Grenadines,2095-2100,80,5,0.04532539,0.20498663,0.79501337,73638.807,15094.971,333035.652,0.72799244,773663.08,10.5062,2.6709
Saint Vincent and the Grenadines,2095-2100,85,5,0.08540986,0.35370763,0.64629237,58543.836,20707.401,242447.436,0.56146715,440627.429,7.5265,2.5723
Saint Vincent and the Grenadines,2095-2100,90,5,0.15064352,0.54197866,0.45802134,37836.435,20506.54,136126.27,0.3702621,198179.992,5.2378,2.4127
Saint Vincent and the Grenadines,2095-2100,95,5,0.25341108,0.73702274,0.26297726,17329.894,12772.526,50402.399,0.187761872,62053.722,3.5807,2.1621
Saint Vincent and the Grenadines,2095-2100,100,-1,0.391144489,...,...,4557.368,4557.368,11651.323,...,11651.323,2.5566,2.5566
Trinidad and Tobago,2095-2100,0,1,0.00455128,0.00453201,0.99546799,100000,453.201,99576.594,0.99505268,8528289.034,85.2829,0.0657
Trinidad and Tobago,2095-2100,1,4,0.00024013,0.00095993,0.99904007,99546.799,95.558,397949.744,0.99921077,8428712.439,84.6709,1.5151
Trinidad and Tobago,2095-2100,5,5,0.00009859,0.00049282,0.99950718,99451.241,49.012,497133.676,0.99954169,8030762.696,80.7508,2.5
Trinidad and Tobago,2095-2100,10,5,0.00008477,0.00042377,0.99957623,99402.229,42.124,496905.836,0.9994386,7533629.019,75.7893,2.5
Trinidad and Tobago,2095-2100,15,5,0.00015158,0.00075761,0.99924239,99360.105,75.276,496626.872,0.99908246,7036723.183,70.8204,2.6931
Trinidad and Tobago,2095-2100,20,5,0.00021452,0.00107205,0.99892795,99284.829,106.438,496171.195,0.99878161,6540096.311,65.8721,2.6235
Trinidad and Tobago,2095-2100,25,5,0.00027479,0.00137306,0.99862694,99178.391,136.178,495566.665,0.99841599,6043925.116,60.9399,2.6113
Trinidad and Tobago,2095-2100,30,5,0.000367,0.00183343,0.99816657,99042.213,181.587,494781.681,0.99779865,5548358.451,56.0201,2.6354
Trinidad and Tobago,2095-2100,35,5,0.00052824,0.00263795,0.99736205,98860.626,260.79,493692.494,0.99676503,5053576.77,51.1182,2.6585
Trinidad and Tobago,2095-2100,40,5,0.00078961,0.00394079,0.99605921,98599.836,388.561,492095.414,0.99504764,4559884.276,46.2464,2.6741
Trinidad and Tobago,2095-2100,45,5,0.00122781,0.00612159,0.99387841,98211.275,601.209,489658.381,0.9924358,4067788.862,41.4188,2.6747
